Date/Time,Mean Temp (C),Max Temp (C),Min Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),season
12/1/2005,-3.5,-0.7,-6.2,20,41.8,58.9,Winter
1/1/2006,0.2,3.8,-3.4,66.6,7.8,74.6,Winter
2/1/2006,-3.6,0,-7.2,53.8,21.6,74.8,Winter
3/1/2006,1.3,5.9,-3.2,47.8,1.4,48.8,Spring
4/1/2006,8.2,13.8,2.6,62.4,0,62.4,Spring
5/1/2006,14.4,19.7,9.1,82,0,82,Spring
6/1/2006,19.8,24.7,14.8,45.4,0,45.4,Summer
7/1/2006,23.4,28.6,18.2,105.2,0,105.2,Summer
8/1/2006,21.1,26,16.2,40.2,0,40.2,Summer
9/1/2006,15.7,19.9,11.5,77.6,0,77.6,Fall
10/1/2006,8.7,13.1,4.3,120.6,0,120.6,Fall
11/1/2006,5.3,8.9,1.6,71.7,0,71.7,Fall
12/1/2006,1.9,5.1,-1.5,60.6,1.6,62.4,Winter
1/1/2007,-2.9,0.6,-6.3,23.4,15.8,38.6,Winter
2/1/2007,-8.4,-4.6,-12.2,0,27.2,24.6,Winter
3/1/2007,0.4,4.9,-4.1,18.8,13.3,33.4,Spring
4/1/2007,6.1,10.5,1.7,58.4,2.4,60.8,Spring
5/1/2007,14.3,20.3,8.3,73.6,0,73.6,Spring
6/1/2007,20.8,26.9,14.6,43.2,0,43.2,Summer
7/1/2007,21.3,27,15.6,47.4,0,47.4,Summer
8/1/2007,22.4,28.1,16.7,20.8,0,20.8,Summer
9/1/2007,18.4,24.3,12.4,28.6,0,28.6,Fall
10/1/2007,14.2,19,9.4,41.2,0,41.2,Fall
11/1/2007,2.6,6.6,-1.5,73.6,11,87.8,Fall
12/1/2007,-2.3,0.6,-5.3,49.2,44.4,92.7,Winter
1/1/2008,-2.1,1.3,-5.5,35.6,22.8,58.2,Winter
2/1/2008,-5.3,-1.2,-9.3,30.6,76.8,107.6,Winter
3/1/2008,-1.7,2,-5.4,23.2,38,61.6,Spring
4/1/2008,9.5,15.2,3.8,53.6,1,54.6,Spring
5/1/2008,11.8,17.2,6.5,68.8,0,68.8,Spring
6/1/2008,19.6,24.5,14.7,110.4,0,110.4,Summer
7/1/2008,21.5,26.6,16.4,193.2,0,193.2,Summer
8/1/2008,19.7,24.6,14.7,92.6,0,92.6,Summer
9/1/2008,16.9,21.8,12,83.4,0,83.4,Fall
10/1/2008,9,14,4,39.6,0,39.6,Fall
11/1/2008,2.9,6.7,-0.8,69.9,13.1,79.8,Fall
12/1/2008,-3.1,1.1,-7.3,40,64.8,99.8,Winter
1/1/2009,-8.8,-4.5,-13,1,46,44.4,Winter
2/1/2009,-3.7,0.9,-8.2,48,24.4,73.6,Winter
3/1/2009,0.8,5.8,-4.2,68,0.6,68.8,Spring
4/1/2009,7.8,13,2.6,129.6,3.8,133.6,Spring
5/1/2009,13.1,18.9,7.2,60.8,0,60.8,Spring
6/1/2009,17.5,22.3,12.7,70.2,0,70.2,Summer
7/1/2009,19.2,24.2,14.2,84.8,0,84.8,Summer
8/1/2009,20.6,25.5,15.7,144,0,144,Summer
9/1/2009,16.9,21.9,11.8,40.2,0,40.2,Fall
10/1/2009,8.7,12.7,4.7,71,0,71,Fall
11/1/2009,6,10.3,1.6,32.2,0,32.2,Fall
12/1/2009,-2.4,0.9,-5.6,61,14.2,80.4,Winter
1/1/2010,-5.2,-1.9,-8.5,17,10.8,24.4,Winter
2/1/2010,-3.4,0,-6.7,0,27.4,24.8,Winter
3/1/2010,4.4,9.2,-0.5,62.6,0,62.6,Spring
4/1/2010,10.5,16.2,4.7,36.2,0,36.2,Spring
5/1/2010,16,21.5,10.5,51,0,51,Spring
6/1/2010,19.2,23.8,14.6,191.6,0,191.6,Summer
7/1/2010,23.3,28.5,18,89.6,0,89.6,Summer
8/1/2010,22.4,27.4,17.4,58.6,0,58.6,Summer
9/1/2010,16.4,21.2,11.6,88.2,0,88.2,Fall
10/1/2010,10.2,14.9,5.5,56.8,0.4,57.2,Fall
11/1/2010,4.5,9,0,66.2,0,66.2,Fall
12/1/2010,-3.8,-0.8,-6.7,30.2,7,36.8,Winter
1/1/2011,-7,-3.2,-10.8,11.4,43.8,42,Winter
2/1/2011,-5.4,-0.9,-9.8,13.9,45,47,Winter
3/1/2011,-0.5,3.7,-4.7,62.8,29.4,91.4,Spring
4/1/2011,6.9,11.8,2,93.4,3.2,96.6,Spring
5/1/2011,14.1,18.5,9.7,142,0,142,Spring
6/1/2011,19.1,24.2,14,59,0,59,Summer
7/1/2011,24.4,30.1,18.6,32.4,0,32.4,Summer
8/1/2011,21.9,27.2,16.6,72.2,0,72.2,Summer
9/1/2011,17.7,22.2,13.1,85,0,85,Fall
10/1/2011,10.5,14.7,6.2,119.2,0,119.2,Fall
11/1/2011,6.6,10.8,2.4,96.4,1.6,98,Fall
12/1/2011,0.8,4.4,-2.8,43.6,8.2,52,Winter
1/1/2012,-1.7,1.9,-5.3,37.6,16.2,54.2,Winter
2/1/2012,-0.3,3.1,-3.7,14.2,12.6,26.6,Winter
3/1/2012,6.7,12.4,1,15.6,2.4,18,Spring
4/1/2012,7.3,12.8,1.7,41.8,1.8,43.6,Spring
5/1/2012,16.6,22.1,11,44.4,0,44.4,Spring
6/1/2012,20.6,26.1,15.1,76.4,0,76.4,Summer
7/1/2012,24.3,30,18.6,100,0,100,Summer
8/1/2012,21.6,26.9,16.2,52.4,0,52.4,Summer
9/1/2012,16.4,21.5,11.2,121,0,121,Fall
10/1/2012,10.2,14.2,6.2,126.4,0,126.4,Fall
11/1/2012,3.5,7.4,-0.4,10.2,0,10.2,Fall
12/1/2012,0.8,4.1,-2.5,43.2,16.2,58.4,Winter
1/1/2013,-2.1,1.8,-6.1,54.2,14.4,66.4,Winter
2/1/2013,-4.6,-1,-8.1,23.9,65.3,92,Winter
3/1/2013,0.1,3.9,-3.7,13.8,8.2,21.6,Spring
4/1/2013,6,11,1,102.6,2.2,110.4,Spring
5/1/2013,15.2,21,9.4,75.6,0.4,76.2,Spring
6/1/2013,16.5,20.6,12.4,62.4,0,62.4,Summer
6/13/2013,19,23,14,11,0,11,Summer
6/14/2013,18,23,13,0,0,0,Summer
6/15/2013,18,26,10,0,0,0,Summer
6/16/2013,21,26,16,10,0,10,Summer
6/17/2013,20,25,15,0,0,0,Summer
6/18/2013,17,21,12,0,0,0,Summer
6/19/2013,15,19,10,0,0,0,Summer
6/20/2013,17,23,11,0,0,0,Summer
6/21/2013,20,26,15,0,0,0,Summer
6/22/2013,22,27,17,8,0,8,Summer
6/23/2013,25,32,19,0,0,0,Summer
6/24/2013,27,32,22,0,0,0,Summer
6/25/2013,25,29,21,4,0,4,Summer
6/26/2013,26,31,20,0,0,0,Summer
6/27/2013,22,25,19,0,0,0,Summer
6/28/2013,20,23,17,16,0,16,Summer
6/29/2013,20,24,17,0,0,0,Summer
6/30/2013,21,26,16,0,0,0,Summer
7/1/2013,20,24,16,0,0,0,Summer
7/2/2013,20,23,17,0,0,0,Summer
7/3/2013,22,27,18,1,0,1,Summer
7/4/2013,24,28,21,3,0,3,Summer
7/5/2013,,,,,,,Summer
7/6/2013,24,29,19,0,0,0,Summer
7/7/2013,24,28,21,27,0,27,Summer
7/8/2013,24,29,20,126,0,126,Summer
7/9/2013,23,25,20,1,0,1,Summer
7/10/2013,,,,,,,Summer
7/11/2013,21,25,16,0,0,0,Summer
7/12/2013,20,25,15,0,0,0,Summer
7/13/2013,22,27,16,0,0,0,Summer
7/14/2013,25,30,19,0,0,0,Summer
7/15/2013,27,31,22,0,0,0,Summer
7/16/2013,27,33,22,0,0,0,Summer
7/17/2013,30,35,24,0,0,0,Summer
7/18/2013,29,34,24,0,0,0,Summer
7/19/2013,28,35,21,9,0,9,Summer
7/20/2013,24,29,19,2,0,2,Summer
7/21/2013,19,23,16,0,0,0,Summer
7/22/2013,20,24,16,0,0,0,Summer
7/23/2013,22,29,16,0,0,0,Summer
7/24/2013,17,22,13,0,0,0,Summer
7/25/2013,18,23,13,0,0,0,Summer
7/26/2013,19,24,14,0,0,0,Summer
7/27/2013,,,,,,,Summer
7/28/2013,18,23,14,0,0,0,Summer
7/29/2013,17,22,13,0,0,0,Summer
7/30/2013,19,25,13,0,0,0,Summer
7/31/2013,20,25,15,13,0,13,Summer
8/1/2013,21,26,16,27,0,27,Summer
8/2/2013,20,26,14,3,0,3,Summer
8/3/2013,20,25,15,0,0,0,Summer
8/4/2013,18,23,12,0,0,0,Summer
8/5/2013,17,24,11,0,0,0,Summer
8/6/2013,20,24,16,0,0,0,Summer
8/7/2013,23,28,19,3,0,3,Summer
8/8/2013,23,27,19,0,0,0,Summer
8/9/2013,22,27,18,0,0,0,Summer
8/10/2013,19,23,14,0,0,0,Summer
8/11/2013,18,24,12,0,0,0,Summer
8/12/2013,19,23,14,0,0,0,Summer
8/13/2013,16,20,12,0,0,0,Summer
8/14/2013,17,22,12,0,0,0,Summer
8/15/2013,18,24,11,0,0,0,Summer
8/16/2013,19,25,13,0,0,0,Summer
8/17/2013,20,26,14,0,0,0,Summer
8/18/2013,21,27,15,0,0,0,Summer
8/19/2013,22,29,15,0,0,0,Summer
8/20/2013,23,30,17,0,0,0,Summer
8/21/2013,25,32,19,0,0,0,Summer
8/22/2013,24,29,19,0,0,0,Summer
8/23/2013,20,25,15,0,0,0,Summer
8/24/2013,19,24,14,0,0,0,Summer
8/25/2013,21,29,14,2,0,2,Summer
8/26/2013,23,25,21,17,0,17,Summer
8/27/2013,23,28,19,14,0,14,Summer
8/28/2013,25,28,21,0,0,0,Summer
8/29/2013,24,29,20,0,0,0,Summer
8/30/2013,25,29,20,2,0,2,Summer
8/31/2013,23,26,21,0,0,0,Summer
9/1/2013,22,25,20,1,0,1,Fall
9/2/2013,21,25,16,0,0,0,Fall
9/3/2013,17,22,13,0,0,0,Fall
9/4/2013,20,26,13,0,0,0,Fall
9/5/2013,13,18,8,0,0,0,Fall
9/6/2013,15,23,7,0,0,0,Fall
9/7/2013,18,21,15,18,0,18,Fall
9/8/2013,15,20,11,0,0,0,Fall
9/9/2013,15,21,10,0,0,0,Fall
9/10/2013,26,34,18,0,0,0,Fall
9/11/2013,27,33,21,3,0,3,Fall
9/12/2013,19,24,15,3,0,3,Fall
9/13/2013,,,,,,,Fall
9/14/2013,11,17,5,0,0,0,Fall
9/15/2013,15,19,10,2,0,2,Fall
9/16/2013,10,15,6,0,0,0,Fall
9/17/2013,10,16,5,0,0,0,Fall
9/18/2013,14,21,6,0,0,0,Fall
9/19/2013,16,22,9,0,0,0,Fall
9/20/2013,20,24,16,11,0,11,Fall
9/21/2013,15,20,10,26,0,26,Fall
9/22/2013,11,13,9,0,0,0,Fall
9/23/2013,12,16,7,0,0,0,Fall
9/24/2013,12,19,6,0,0,0,Fall
9/25/2013,15,22,8,0,0,0,Fall
9/26/2013,15,21,10,0,0,0,Fall
9/27/2013,15,20,11,0,0,0,Fall
9/28/2013,15,20,10,0,0,0,Fall
9/29/2013,17,21,13,1,0,1,Fall
9/30/2013,17,20,13,4,0,4,Fall
10/1/2013,18,25,11,0,0,0,Fall
10/2/2013,18,25,12,0,0,0,Fall
10/3/2013,15,21,8,1,0,1,Fall
10/4/2013,16,17,15,,0,,Fall
10/5/2013,15,17,13,2,0,2,Fall
10/6/2013,17,19,14,2,0,2,Fall
10/7/2013,13,19,7,9,0,9,Fall
10/8/2013,12,17,6,0,0,0,Fall
10/9/2013,12,18,7,0,0,0,Fall
10/10/2013,14,20,7,0,0,0,Fall
10/11/2013,13,20,6,0,0,0,Fall
10/12/2013,13,21,6,0,0,0,Fall
10/13/2013,,,,,,,Fall
10/14/2013,12,18,7,0,0,0,Fall
10/15/2013,12,17,6,0,0,0,Fall
10/16/2013,16,21,10,14,0,14,Fall
10/17/2013,13,16,10,8,0,8,Fall
10/18/2013,12,15,8,0,0,0,Fall
10/19/2013,,,,,,,Fall
10/20/2013,8,14,3,0,0,0,Fall
10/21/2013,12,16,7,8,0,8,Fall
10/22/2013,6,8,3,0,0,0,Fall
10/23/2013,5,9,1,0,0,0,Fall
10/24/2013,5,9,0,0,0,0,Fall
10/25/2013,6,10,2,1,0,1,Fall
10/26/2013,5,7,2,10,0,10,Fall
10/27/2013,5,9,2,0,0,0,Fall
10/28/2013,3,7,-2,0,0,0,Fall
10/29/2013,2,7,-3,0,0,0,Fall
10/30/2013,7,11,4,0,0,0,Fall
10/31/2013,11,18,4,,,,Fall
11/1/2013,12,16,7,2,0,2,Fall
11/2/2013,4,8,0,2,0,2,Fall
11/3/2013,1,4,-3,0,0,0,Fall
11/4/2013,0,5,-5,0,0,0,Fall
11/5/2013,7,12,2,0,0,0,Fall
11/6/2013,12,16,8,5,0,5,Fall
11/7/2013,5,8,2,0,0,0,Fall
11/8/2013,3,5,1,0,0,0,Fall
11/9/2013,5,10,0,0,0,0,Fall
11/10/2013,4,8,1,1,0,1,Fall
11/11/2013,1,6,-3,1,0,1,Fall
11/12/2013,-3,1,-6,0,0,0,Fall
11/13/2013,-2,4,-7,0,0,0,Fall
11/14/2013,5,11,0,0,0,0,Fall
11/15/2013,9,13,4,0,0,0,Fall
11/16/2013,8,12,4,0,0,0,Fall
11/17/2013,12,15,9,12,0,12,Fall
11/18/2013,6,11,1,1,0,1,Fall
11/19/2013,0,3,-3,0,0,0,Fall
11/20/2013,-1,4,-6,0,0,0,Fall
11/21/2013,4,7,1,2,0,2,Fall
11/22/2013,4,9,-1,5,0,5,Fall
11/23/2013,-6,0,-12,0,1,1,Fall
11/24/2013,-9,-5,-13,0,0,0,Fall
11/25/2013,-3,2,-8,0,0,0,Fall
11/26/2013,0,2,-1,0,2,3,Fall
11/27/2013,-4,1,-8,0,2,1,Fall
11/28/2013,-7,-3,-10,0,0,0,Fall
11/29/2013,-6,-2,-11,0,0,0,Fall
11/30/2013,-1,2,-4,0,0,0,Fall
12/1/2013,2,3,1,1,0,1,Winter
12/2/2013,1,3,-1,0,0,0,Winter
12/3/2013,0,4,-4,0,0,0,Winter
12/4/2013,3,5,1,3,0,3,Winter
12/5/2013,9,16,2,0,0,0,Winter
12/6/2013,0,2,-3,0,0,0,Winter
12/7/2013,-5,-1,-8,0,0,0,Winter
12/8/2013,-5,-1,-9,0,0,0,Winter
12/9/2013,-2,1,-4,0,1,2,Winter
12/10/2013,-7,-4,-10,0,0,0,Winter
12/11/2013,-8,-4,-11,0,0,0,Winter
12/12/2013,-10,-7,-12,0,0,0,Winter
12/13/2013,-9,-5,-13,0,0,0,Winter
12/14/2013,-13,-11,-15,0,10,7,Winter
12/15/2013,-9,-5,-14,0,3,2,Winter
12/16/2013,-13,-8,-18,0,0,0,Winter
12/17/2013,-10,-4,-15,0,3,2,Winter
12/18/2013,-3,-1,-6,0,0,0,Winter
12/19/2013,0,3,-3,0,1,1,Winter
12/20/2013,0,1,-1,9,1,10,Winter
12/21/2013,-1,0,-1,17,0,17,Winter
12/22/2013,0,2,-3,14,0,14,Winter
12/23/2013,-4,1,-9,0,0,0,Winter
12/24/2013,-12,-8,-16,0,0,0,Winter
12/25/2013,-10,-4,-17,0,5,2,Winter
12/26/2013,-4,-1,-7,0,3,3,Winter
12/27/2013,-2,2,-6,0,0,0,Winter
12/28/2013,3,3,2,0,0,0,Winter
12/29/2013,-2,5,-8,0,0,0,Winter
12/30/2013,-10,-8,-11,0,0,0,Winter
12/31/2013,-9,-7,-11,0,1,1,Winter
1/1/2014,-13,-10,-15,0,0,0,Winter
1/2/2014,-18,-15,-20,0,1,1,Winter
1/3/2014,-17,-9,-24,0,0,0,Winter
1/4/2014,-5,0,-9,0,0,0,Winter
1/5/2014,-1,0,-3,2,12,14,Winter
1/6/2014,-9,0,-18,4,1,5,Winter
1/7/2014,-21,-17,-24,0,0,0,Winter
1/8/2014,-13,-9,-18,0,0,0,Winter
1/9/2014,-11,-6,-16,0,0,0,Winter
1/10/2014,-3,3,-8,1,2,3,Winter
1/11/2014,4,7,2,8,0,8,Winter
1/12/2014,1,2,0,0,0,0,Winter
1/13/2014,4,8,1,1,0,1,Winter
1/14/2014,2,4,-1,0,0,0,Winter
1/15/2014,-3,1,-6,0,0,0,Winter
1/16/2014,-3,-1,-5,0,2,2,Winter
1/17/2014,-1,1,-3,0,3,2,Winter
1/18/2014,-6,-3,-9,0,1,1,Winter
1/19/2014,-6,-3,-9,0,1,1,Winter
1/20/2014,-10,-3,-17,0,1,1,Winter
1/21/2014,-19,-17,-21,0,0,0,Winter
1/22/2014,-18,-13,-24,0,0,0,Winter
1/23/2014,-17,-14,-20,0,0,0,Winter
1/24/2014,-14,-9,-20,0,1,1,Winter
1/25/2014,-10,-3,-17,0,4,4,Winter
1/26/2014,-12,-5,-18,0,1,1,Winter
1/27/2014,-11,-5,-17,0,2,2,Winter
1/28/2014,-16,-13,-20,0,0,0,Winter
1/29/2014,-14,-10,-19,0,0,0,Winter
1/30/2014,-8,-2,-13,0,0,0,Winter
1/31/2014,-2,0,-4,0,0,0,Winter
2/1/2014,-2,1,-4,0,11,12,Winter
2/2/2014,-4,0,-8,0,0,0,Winter
2/3/2014,-9,-4,-14,0,0,0,Winter
2/4/2014,-10,-5,-16,0,1,1,Winter
2/5/2014,-11,-6,-15,0,15,11,Winter
2/6/2014,-12,-8,-17,0,0,0,Winter
2/7/2014,-13,-10,-16,0,0,0,Winter
2/8/2014,-14,-10,-18,0,0,0,Winter
2/9/2014,-12,-8,-16,0,3,2,Winter
2/10/2014,-10,-7,-13,0,0,0,Winter
2/11/2014,-14,-10,-17,0,0,0,Winter
2/12/2014,-14,-7,-21,0,0,0,Winter
2/13/2014,-9,-3,-15,0,0,0,Winter
2/14/2014,-4,-1,-7,0,0,0,Winter
2/15/2014,-9,-4,-14,0,0,0,Winter
2/16/2014,-12,-8,-15,0,0,0,Winter
2/17/2014,-10,-3,-17,0,1,1,Winter
2/18/2014,-3,-1,-5,0,4,4,Winter
2/19/2014,0,6,-6,0,0,0,Winter
2/20/2014,0,2,-3,11,3,15,Winter
2/21/2014,2,4,-1,6,0,6,Winter
2/22/2014,0,2,-2,0,0,0,Winter
2/23/2014,-4,-1,-6,0,0,0,Winter
2/24/2014,-8,-6,-11,0,0,0,Winter
2/25/2014,-9,-7,-12,0,0,0,Winter
2/26/2014,-13,-10,-16,0,0,0,Winter
2/27/2014,-13,-9,-17,0,0,0,Winter
2/28/2014,-14,-8,-20,0,0,0,Winter
3/1/2014,-7,-3,-11,0,4,4,Spring
3/2/2014,-14,-10,-18,0,2,2,Spring
3/3/2014,-16,-12,-20,0,0,0,Spring
3/4/2014,-13,-9,-18,0,2,1,Spring
3/5/2014,-10,-6,-15,0,0,0,Spring
3/6/2014,-8,-5,-11,0,11,2,Spring
3/7/2014,-6,2,-14,0,0,0,Spring
3/8/2014,-3,2,-8,0,0,0,Spring
3/9/2014,-5,0,-11,0,0,0,Spring
3/10/2014,3,7,0,0,0,0,Spring
3/11/2014,6,10,2,0,0,0,Spring
3/12/2014,-6,2,-15,0,9,8,Spring
3/13/2014,-12,-7,-17,0,0,0,Spring
3/14/2014,1,10,-7,0,0,0,Spring
3/15/2014,-2,5,-9,0,0,0,Spring
3/16/2014,-12,-8,-15,0,0,0,Spring
3/17/2014,-10,-4,-16,0,0,0,Spring
3/18/2014,-3,2,-9,0,0,0,Spring
3/19/2014,3,6,-1,3,0,3,Spring
3/20/2014,0,3,-3,0,0,0,Spring
3/21/2014,0,4,-5,0,0,0,Spring
3/22/2014,-2,4,-8,0,1,1,Spring
3/23/2014,-8,-5,-11,0,0,0,Spring
3/24/2014,-8,-3,-12,0,0,0,Spring
3/25/2014,-5,1,-10,0,0,0,Spring
3/26/2014,-8,-4,-12,0,0,0,Spring
3/27/2014,-3,3,-10,1,1,2,Spring
3/28/2014,6,10,2,4,0,4,Spring
3/29/2014,2,2,1,0,0,0,Spring
3/30/2014,3,7,-2,0,0,0,Spring
3/31/2014,5,11,-1,0,0,0,Spring
4/1/2014,5,8,1,0,0,0,Spring
4/2/2014,3,7,-1,0,0,0,Spring
4/3/2014,1,4,-3,0,0,0,Spring
4/4/2014,4,7,1,9,0,9,Spring
4/5/2014,1,4,-2,0,0,0,Spring
4/6/2014,4,11,-4,0,0,0,Spring
4/7/2014,5,10,0,13,0,13,Spring
4/8/2014,7,12,1,4,0,4,Spring
4/9/2014,6,10,1,0,0,0,Spring
4/10/2014,11,20,3,0,0,0,Spring
4/11/2014,8,14,2,0,0,0,Spring
4/12/2014,9,15,4,5,0,5,Spring
4/13/2014,14,23,5,6,0,6,Spring
4/14/2014,12,22,1,4,0,4,Spring
4/15/2014,-2,2,-5,5,3,8,Spring
4/16/2014,-2,4,-7,0,0,0,Spring
4/17/2014,4,8,-1,0,0,0,Spring
4/18/2014,6,11,1,0,0,0,Spring
4/19/2014,6,11,0,0,0,0,Spring
4/20/2014,8,13,2,0,0,0,Spring
4/21/2014,13,19,6,0,0,0,Spring
4/22/2014,9,14,4,3,0,3,Spring
4/23/2014,5,9,1,0,0,0,Spring
4/24/2014,6,13,-1,0,0,0,Spring
4/25/2014,7,10,4,5,0,5,Spring
4/26/2014,7,11,3,0,0,0,Spring
4/27/2014,7,13,2,0,0,0,Spring
4/28/2014,8,13,3,0,0,0,Spring
4/29/2014,7,9,6,28,0,28,Spring
4/30/2014,6,7,6,6,0,6,Spring
5/1/2014,11,15,6,3,0,3,Spring
5/2/2014,10,13,7,1,0,1,Spring
5/3/2014,10,14,6,5,0,5,Spring
5/4/2014,9,14,5,0,0,0,Spring
5/5/2014,9,15,2,0,0,0,Spring
5/6/2014,10,16,5,0,0,0,Spring
5/7/2014,9,14,4,0,0,0,Spring
5/8/2014,14,19,10,0,0,0,Spring
5/9/2014,16,20,11,1,0,1,Spring
5/10/2014,14,20,7,0,0,0,Spring
5/11/2014,15,24,6,0,0,0,Spring
5/12/2014,17,21,13,0,0,0,Spring
5/13/2014,17,21,12,5,0,5,Spring
5/14/2014,15,19,10,12,0,12,Spring
5/15/2014,15,20,10,13,0,13,Spring
5/16/2014,9,13,4,4,0,4,Spring
5/17/2014,8,14,2,0,0,0,Spring
5/18/2014,10,15,4,1,0,1,Spring
5/19/2014,15,22,8,0,0,0,Spring
5/20/2014,14,18,10,1,0,1,Spring
5/21/2014,16,20,11,0,0,0,Spring
5/22/2014,16,21,11,0,0,0,Spring
5/23/2014,14,18,9,0,0,0,Spring
5/24/2014,18,25,10,0,0,0,Spring
5/25/2014,19,28,11,0,0,0,Spring
5/26/2014,23,29,17,0,0,0,Spring
5/27/2014,23,30,17,10,0,10,Spring
5/28/2014,15,17,12,0,0,0,Spring
5/29/2014,16,19,13,0,0,0,Spring
5/30/2014,18,25,11,0,0,0,Spring
5/31/2014,17,22,11,0,0,0,Spring
6/1/2014,17,22,11,0,0,0,Summer
6/2/2014,22,30,13,3,0,3,Summer
6/3/2014,20,28,13,6,0,6,Summer
6/4/2014,17,22,12,0,0,0,Summer
6/5/2014,15,18,11,0,0,0,Summer
6/6/2014,17,25,9,0,0,0,Summer
6/7/2014,18,25,11,0,0,0,Summer
6/8/2014,17,20,13,4,0,4,Summer
6/9/2014,20,26,13,0,0,0,Summer
6/10/2014,19,24,15,0,0,0,Summer
6/11/2014,20,24,16,24,0,24,Summer
6/12/2014,22,27,17,0,0,0,Summer
6/13/2014,18,24,12,0,0,0,Summer
6/14/2014,15,20,11,0,0,0,Summer
6/15/2014,15,21,10,0,0,0,Summer
6/16/2014,19,24,13,1,0,1,Summer
6/17/2014,24,31,17,23,0,23,Summer
6/18/2014,21,26,17,0,0,0,Summer
6/19/2014,19,25,14,0,0,0,Summer
6/20/2014,17,21,12,0,0,0,Summer
6/21/2014,19,23,16,0,0,0,Summer
6/22/2014,20,26,14,0,0,0,Summer
6/23/2014,20,25,15,1,0,1,Summer
6/24/2014,23,29,17,13,0,13,Summer
6/25/2014,21,23,18,22,0,22,Summer
6/26/2014,22,27,18,0,0,0,Summer
6/27/2014,22,28,16,0,0,0,Summer
6/28/2014,24,29,19,0,0,0,Summer
6/29/2014,25,30,20,0,0,0,Summer
6/30/2014,26,31,22,0,0,0,Summer
7/1/2014,26,29,22,7,0,7,Summer
7/2/2014,24,30,18,1,0,1,Summer
7/3/2014,18,23,13,0,0,0,Summer
7/4/2014,18,24,12,0,0,0,Summer
7/5/2014,20,27,12,0,0,0,Summer
7/6/2014,22,28,16,0,0,0,Summer
7/7/2014,25,29,20,11,0,11,Summer
7/8/2014,20,25,15,5,0,5,Summer
7/9/2014,19,23,14,0,0,0,Summer
7/10/2014,17,21,12,0,0,0,Summer
7/11/2014,19,25,13,0,0,0,Summer
7/12/2014,22,28,16,0,0,0,Summer
7/13/2014,24,29,19,7,0,7,Summer
7/14/2014,20,23,17,0,0,0,Summer
7/15/2014,20,25,14,4,0,4,Summer
7/16/2014,17,22,12,0,0,0,Summer
7/17/2014,18,24,11,0,0,0,Summer
7/18/2014,18,25,12,0,0,0,Summer
7/19/2014,19,22,16,7,0,7,Summer
7/20/2014,20,23,17,2,0,2,Summer
7/21/2014,22,28,16,0,0,0,Summer
7/22/2014,24,30,18,1,0,1,Summer
7/23/2014,20,25,15,0,0,0,Summer
7/24/2014,19,24,13,0,0,0,Summer
7/25/2014,19,26,13,0,0,0,Summer
7/26/2014,22,27,16,0,0,0,Summer
7/27/2014,24,30,18,16,0,16,Summer
7/28/2014,17,21,14,19,0,19,Summer
7/29/2014,17,21,13,1,0,1,Summer
7/30/2014,19,24,14,5,0,5,Summer
7/31/2014,19,25,13,0,0,0,Summer
8/1/2014,22,27,17,1,0,1,Summer
8/2/2014,21,26,16,0,0,0,Summer
8/3/2014,23,27,18,0,0,0,Summer
8/4/2014,23,29,17,3,0,3,Summer
8/5/2014,21,25,17,0,0,0,Summer
8/6/2014,21,25,16,0,0,0,Summer
8/7/2014,20,25,16,0,0,0,Summer
8/8/2014,20,25,14,0,0,0,Summer
8/9/2014,20,26,14,0,0,0,Summer
8/10/2014,21,27,14,0,0,0,Summer
8/11/2014,23,28,18,14,0,14,Summer
8/12/2014,22,26,18,9,0,9,Summer
8/13/2014,18,22,13,0,0,0,Summer
8/14/2014,15,18,12,0,0,0,Summer
8/15/2014,18,23,12,0,0,0,Summer
8/16/2014,17,20,13,0,0,0,Summer
8/17/2014,19,24,14,0,0,0,Summer
8/18/2014,16,21,12,0,0,0,Summer
8/19/2014,18,23,12,0,0,0,Summer
8/20/2014,21,25,17,7,0,7,Summer
8/21/2014,23,27,18,0,0,0,Summer
8/22/2014,21,25,17,0,0,0,Summer
8/23/2014,21,23,18,0,0,0,Summer
8/24/2014,22,25,18,0,0,0,Summer
8/25/2014,22,28,16,0,0,0,Summer
8/26/2014,26,32,19,0,0,0,Summer
8/27/2014,19,26,12,0,0,0,Summer
8/28/2014,17,23,12,0,0,0,Summer
8/29/2014,17,23,12,0,0,0,Summer
8/30/2014,24,30,18,3,0,3,Summer
8/31/2014,25,30,19,0,0,0,Summer
9/1/2014,24,29,18,3,0,3,Fall
9/2/2014,20,25,16,14,0,14,Fall
9/3/2014,21,28,14,0,0,0,Fall
9/4/2014,23,30,17,0,0,0,Fall
9/5/2014,26,32,20,24,0,24,Fall
9/6/2014,18,23,13,5,0,5,Fall
9/7/2014,17,22,12,0,0,0,Fall
9/8/2014,17,23,11,0,0,0,Fall
9/9/2014,20,22,18,0,0,0,Fall
9/10/2014,20,23,18,27,0,27,Fall
9/11/2014,17,23,11,8,0,8,Fall
9/12/2014,12,14,9,0,0,0,Fall
9/13/2014,11,14,7,2,0,2,Fall
9/14/2014,11,16,6,0,0,0,Fall
9/15/2014,14,19,9,4,0,4,Fall
9/16/2014,14,19,9,0,0,0,Fall
9/17/2014,14,21,8,0,0,0,Fall
9/18/2014,10,14,5,0,0,0,Fall
